"Committee on Zoning, Landmarks and Building Standards",2012-04-17 00:00:00,"Harris, Michelle A.",absent
"Committee on Zoning, Landmarks and Building Standards",2012-04-17 00:00:00,"Suarez, Regner Ray",present
"Committee on Zoning, Landmarks and Building Standards",2012-04-17 00:00:00,"Thomas, Latasha R.",present
"Committee on Zoning, Landmarks and Building Standards",2012-04-17 00:00:00,"Mell, Richard F.",present
"Committee on Zoning, Landmarks and Building Standards",2012-04-17 00:00:00,"Cullerton, Timothy M.",present
"Committee on Zoning, Landmarks and Building Standards",2012-04-17 00:00:00,"Cappleman, James",present
"Committee on Zoning, Landmarks and Building Standards",2016-12-12 00:00:00,"Burke, Edward M.",absent
"Committee on Zoning, Landmarks and Building Standards",2016-12-12 00:00:00,"Foulkes, Toni",absent
"Committee on Zoning, Landmarks and Building Standards",2016-12-12 00:00:00,"Burnett, Jr., Walter",present
"Committee on Zoning, Landmarks and Building Standards",2016-12-12 00:00:00,"Laurino, Margaret",absent
"Committee on Zoning, Landmarks and Building Standards",2016-12-12 00:00:00,"Pawar, Ameya",absent
"Committee on Zoning, Landmarks and Building Standards",2016-12-12 00:00:00,"Lopez, Raymond A.",present
"Committee on Zoning, Landmarks and Building Standards",2016-12-12 00:00:00,"Austin, Carrie M.",absent
"Committee on Zoning, Landmarks and Building Standards",2016-12-12 00:00:00,"Mell, Deborah",present
"Committee on Zoning, Landmarks and Building Standards",2016-12-12 00:00:00,"Tunney, Thomas",present
"Committee on Zoning, Landmarks and Building Standards",2016-12-12 00:00:00,"Solis, Daniel",present
"Committee on Zoning, Landmarks and Building Standards",2016-12-12 00:00:00,"Moore, David H.",absent
"Committee on Zoning, Landmarks and Building Standards",2016-12-12 00:00:00,"Cappleman, James",present
"Committee on Zoning, Landmarks and Building Standards",2016-12-12 00:00:00,"Harris, Michelle A.",absent
"Committee on Zoning, Landmarks and Building Standards",2016-12-12 00:00:00,"Moreno, Proco Joe",present
"Committee on Zoning, Landmarks and Building Standards",2016-12-12 00:00:00,"Brookins, Jr., Howard",absent
"Committee on Zoning, Landmarks and Building Standards",2016-12-12 00:00:00,"Cardenas, George A.",absent
"Committee on Zoning, Landmarks and Building Standards",2016-12-12 00:00:00,"Reilly, Brendan",present
"Committee on Zoning, Landmarks and Building Standards",2016-12-12 00:00:00,"O'Shea, Matthew J.",absent
"Committee on Zoning, Landmarks and Building Standards",2016-04-26 00:00:00,"Burke, Edward M.",present
"Committee on Zoning, Landmarks and Building Standards",2016-04-26 00:00:00,"Reilly, Brendan",present
"Committee on Zoning, Landmarks and Building Standards",2016-04-26 00:00:00,"Burnett, Jr., Walter",present
"Committee on Zoning, Landmarks and Building Standards",2016-04-26 00:00:00,"Laurino, Margaret",present
"Committee on Zoning, Landmarks and Building Standards",2016-04-26 00:00:00,"Pawar, Ameya",absent
"Committee on Zoning, Landmarks and Building Standards",2016-04-26 00:00:00,"Lopez, Raymond A.",present
"Committee on Zoning, Landmarks and Building Standards",2016-04-26 00:00:00,"Austin, Carrie M.",absent
"Committee on Zoning, Landmarks and Building Standards",2016-04-26 00:00:00,"Mell, Deborah",present
"Committee on Zoning, Landmarks and Building Standards",2016-04-26 00:00:00,"Tunney, Thomas",present
"Committee on Zoning, Landmarks and Building Standards",2016-04-26 00:00:00,"Solis, Daniel",present
"Committee on Zoning, Landmarks and Building Standards",2016-04-26 00:00:00,"Moore, David H.",present
"Committee on Zoning, Landmarks and Building Standards",2016-04-26 00:00:00,"Cappleman, James",present
"Committee on Zoning, Landmarks and Building Standards",2016-04-26 00:00:00,"Harris, Michelle A.",present
"Committee on Zoning, Landmarks and Building Standards",2016-04-26 00:00:00,"Foulkes, Toni",absent
"Committee on Zoning, Landmarks and Building Standards",2016-04-26 00:00:00,"Brookins, Jr., Howard",absent
"Committee on Zoning, Landmarks and Building Standards",2016-04-26 00:00:00,"Cardenas, George A.",absent
"Committee on Zoning, Landmarks and Building Standards",2016-04-26 00:00:00,"Moreno, Proco Joe",present
"Committee on Zoning, Landmarks and Building Standards",2016-04-26 00:00:00,"O'Shea, Matthew J.",present
"Committee on Zoning, Landmarks and Building Standards",2015-03-12 00:00:00,"Burke, Edward M.",present
"Committee on Zoning, Landmarks and Building Standards",2015-03-12 00:00:00,"Foulkes, Toni",absent
"Committee on Zoning, Landmarks and Building Standards",2015-03-12 00:00:00,"Graham, Deborah L.",absent
"Committee on Zoning, Landmarks and Building Standards",2015-03-12 00:00:00,"Fioretti, Bob",present
"Committee on Zoning, Landmarks and Building Standards",2015-03-12 00:00:00,"Burnett, Jr., Walter",present
"Committee on Zoning, Landmarks and Building Standards",2015-03-12 00:00:00,"Laurino, Margaret",absent
"Committee on Zoning, Landmarks and Building Standards",2015-03-12 00:00:00,"Pawar, Ameya",absent
"Committee on Zoning, Landmarks and Building Standards",2015-03-12 00:00:00,"Austin, Carrie M.",absent
"Committee on Zoning, Landmarks and Building Standards",2015-03-12 00:00:00,"Colon, Rey",absent
"Committee on Zoning, Landmarks and Building Standards",2015-03-12 00:00:00,"Tunney, Thomas",present
"Committee on Zoning, Landmarks and Building Standards",2015-03-12 00:00:00,"Solis, Daniel",absent
"Committee on Zoning, Landmarks and Building Standards",2015-03-12 00:00:00,"Reilly, Brendan",absent
"Committee on Zoning, Landmarks and Building Standards",2015-03-12 00:00:00,"Cappleman, James",present
"Committee on Zoning, Landmarks and Building Standards",2015-03-12 00:00:00,"Harris, Michelle A.",absent
"Committee on Zoning, Landmarks and Building Standards",2015-03-12 00:00:00,"Suarez, Regner Ray",absent
"Committee on Zoning, Landmarks and Building Standards",2015-03-12 00:00:00,"Brookins, Jr., Howard",absent
"Committee on Zoning, Landmarks and Building Standards",2015-03-12 00:00:00,"Thomas, Latasha R.",absent
"Committee on Zoning, Landmarks and Building Standards",2015-03-12 00:00:00,"Cullerton, Timothy M.",absent
"Committee on Zoning, Landmarks and Building Standards",2016-08-24 00:00:00,"Burke, Edward M.",absent
"Committee on Zoning, Landmarks and Building Standards",2016-08-24 00:00:00,"Foulkes, Toni",absent
"Committee on Zoning, Landmarks and Building Standards",2016-08-24 00:00:00,"Burnett, Jr., Walter",absent
"Committee on Zoning, Landmarks and Building Standards",2016-08-24 00:00:00,"Laurino, Margaret",absent
"Committee on Zoning, Landmarks and Building Standards",2016-08-24 00:00:00,"Pawar, Ameya",absent
"Committee on Zoning, Landmarks and Building Standards",2016-08-24 00:00:00,"Lopez, Raymond A.",present
"Committee on Zoning, Landmarks and Building Standards",2016-08-24 00:00:00,"Austin, Carrie M.",absent
"Committee on Zoning, Landmarks and Building Standards",2016-08-24 00:00:00,"Mell, Deborah",present
"Committee on Zoning, Landmarks and Building Standards",2016-08-24 00:00:00,"Reilly, Brendan",absent
"Committee on Zoning, Landmarks and Building Standards",2016-08-24 00:00:00,"Tunney, Thomas",absent
"Committee on Zoning, Landmarks and Building Standards",2016-08-24 00:00:00,"Solis, Daniel",present
"Committee on Zoning, Landmarks and Building Standards",2016-08-24 00:00:00,"Moore, David H.",absent
"Committee on Zoning, Landmarks and Building Standards",2016-08-24 00:00:00,"Cappleman, James",present
"Committee on Zoning, Landmarks and Building Standards",2016-08-24 00:00:00,"Harris, Michelle A.",absent
"Committee on Zoning, Landmarks and Building Standards",2016-08-24 00:00:00,"Brookins, Jr., Howard",absent
"Committee on Zoning, Landmarks and Building Standards",2016-08-24 00:00:00,"Cardenas, George A.",absent
"Committee on Zoning, Landmarks and Building Standards",2016-08-24 00:00:00,"Moreno, Proco Joe",absent
"Committee on Zoning, Landmarks and Building Standards",2016-08-24 00:00:00,"O'Shea, Matthew J.",absent
"Committee on Zoning, Landmarks and Building Standards",2014-04-29 00:00:00,"Burke, Edward M.",present
"Committee on Zoning, Landmarks and Building Standards",2014-04-29 00:00:00,"Foulkes, Toni",absent
"Committee on Zoning, Landmarks and Building Standards",2014-04-29 00:00:00,"Graham, Deborah L.",present
"Committee on Zoning, Landmarks and Building Standards",2014-04-29 00:00:00,"Fioretti, Bob",present
"Committee on Zoning, Landmarks and Building Standards",2014-04-29 00:00:00,"Burnett, Jr., Walter",present
"Committee on Zoning, Landmarks and Building Standards",2014-04-29 00:00:00,"Laurino, Margaret",absent
"Committee on Zoning, Landmarks and Building Standards",2014-04-29 00:00:00,"Pawar, Ameya",present
"Committee on Zoning, Landmarks and Building Standards",2014-04-29 00:00:00,"Austin, Carrie M.",absent
"Committee on Zoning, Landmarks and Building Standards",2014-04-29 00:00:00,"Colon, Rey",present
"Committee on Zoning, Landmarks and Building Standards",2014-04-29 00:00:00,"Tunney, Thomas",present
"Committee on Zoning, Landmarks and Building Standards",2014-04-29 00:00:00,"Solis, Daniel",present
"Committee on Zoning, Landmarks and Building Standards",2014-04-29 00:00:00,"Brookins, Jr., Howard",absent
"Committee on Zoning, Landmarks and Building Standards",2014-04-29 00:00:00,"Reilly, Brendan",present
"Committee on Zoning, Landmarks and Building Standards",2014-04-29 00:00:00,"Harris, Michelle A.",present
"Committee on Zoning, Landmarks and Building Standards",2014-04-29 00:00:00,"Suarez, Regner Ray",present
"Committee on Zoning, Landmarks and Building Standards",2014-04-29 00:00:00,"Thomas, Latasha R.",absent
"Committee on Zoning, Landmarks and Building Standards",2014-04-29 00:00:00,"Cullerton, Timothy M.",present
"Committee on Zoning, Landmarks and Building Standards",2014-04-29 00:00:00,"Cappleman, James",present
"Committee on Zoning, Landmarks and Building Standards",2016-09-27 00:00:00,"Burke, Edward M.",absent
"Committee on Zoning, Landmarks and Building Standards",2016-09-27 00:00:00,"Foulkes, Toni",absent
"Committee on Zoning, Landmarks and Building Standards",2016-09-27 00:00:00,"Burnett, Jr., Walter",present
"Committee on Zoning, Landmarks and Building Standards",2016-09-27 00:00:00,"Laurino, Margaret",absent
"Committee on Zoning, Landmarks and Building Standards",2016-09-27 00:00:00,"Pawar, Ameya",absent
"Committee on Zoning, Landmarks and Building Standards",2016-09-27 00:00:00,"Lopez, Raymond A.",present
"Committee on Zoning, Landmarks and Building Standards",2016-09-27 00:00:00,"Austin, Carrie M.",absent
"Committee on Zoning, Landmarks and Building Standards",2016-09-27 00:00:00,"Mell, Deborah",absent
"Committee on Zoning, Landmarks and Building Standards",2016-09-27 00:00:00,"Reilly, Brendan",absent
"Committee on Zoning, Landmarks and Building Standards",2016-09-27 00:00:00,"Tunney, Thomas",absent
"Committee on Zoning, Landmarks and Building Standards",2016-09-27 00:00:00,"Solis, Daniel",present
"Committee on Zoning, Landmarks and Building Standards",2016-09-27 00:00:00,"Moore, David H.",present
"Committee on Zoning, Landmarks and Building Standards",2016-09-27 00:00:00,"Cappleman, James",present
"Committee on Zoning, Landmarks and Building Standards",2016-09-27 00:00:00,"Harris, Michelle A.",absent
"Committee on Zoning, Landmarks and Building Standards",2016-09-27 00:00:00,"Brookins, Jr., Howard",absent
"Committee on Zoning, Landmarks and Building Standards",2016-09-27 00:00:00,"Cardenas, George A.",present
"Committee on Zoning, Landmarks and Building Standards",2016-09-27 00:00:00,"Moreno, Proco Joe",absent
"Committee on Zoning, Landmarks and Building Standards",2016-09-27 00:00:00,"O'Shea, Matthew J.",absent
"Committee on Zoning, Landmarks and Building Standards",2012-09-27 00:00:00,"Burke, Edward M.",present
"Committee on Zoning, Landmarks and Building Standards",2012-09-27 00:00:00,"Foulkes, Toni",absent
"Committee on Zoning, Landmarks and Building Standards",2012-09-27 00:00:00,"Graham, Deborah L.",absent
"Committee on Zoning, Landmarks and Building Standards",2012-09-27 00:00:00,"Fioretti, Bob",present
"Committee on Zoning, Landmarks and Building Standards",2012-09-27 00:00:00,"Laurino, Margaret",absent
"Committee on Zoning, Landmarks and Building Standards",2012-09-27 00:00:00,"Pawar, Ameya",present
"Committee on Zoning, Landmarks and Building Standards",2012-09-27 00:00:00,"Austin, Carrie M.",absent
"Committee on Zoning, Landmarks and Building Standards",2012-09-27 00:00:00,"Colon, Rey",present
"Committee on Zoning, Landmarks and Building Standards",2012-09-27 00:00:00,"Tunney, Thomas",present
"Committee on Zoning, Landmarks and Building Standards",2012-09-27 00:00:00,"Solis, Daniel",present
"Committee on Zoning, Landmarks and Building Standards",2012-09-27 00:00:00,"Reilly, Brendan",absent
"Committee on Zoning, Landmarks and Building Standards",2012-09-27 00:00:00,"Cappleman, James",present
"Committee on Zoning, Landmarks and Building Standards",2012-09-27 00:00:00,"Harris, Michelle A.",absent
"Committee on Zoning, Landmarks and Building Standards",2012-09-27 00:00:00,"Suarez, Regner Ray",absent
"Committee on Zoning, Landmarks and Building Standards",2012-09-27 00:00:00,"Brookins, Jr., Howard",absent
"Committee on Zoning, Landmarks and Building Standards",2012-09-27 00:00:00,"Thomas, Latasha R.",present
"Committee on Zoning, Landmarks and Building Standards",2012-09-27 00:00:00,"Cullerton, Timothy M.",present
"Committee on Zoning, Landmarks and Building Standards",2014-02-27 00:00:00,"Burke, Edward M.",present
"Committee on Zoning, Landmarks and Building Standards",2014-02-27 00:00:00,"Foulkes, Toni",present
"Committee on Zoning, Landmarks and Building Standards",2014-02-27 00:00:00,"Graham, Deborah L.",present
"Committee on Zoning, Landmarks and Building Standards",2014-02-27 00:00:00,"Fioretti, Bob",present
"Committee on Zoning, Landmarks and Building Standards",2014-02-27 00:00:00,"Tunney, Thomas",present
"Committee on Zoning, Landmarks and Building Standards",2014-02-27 00:00:00,"Suarez, Regner Ray",present
"Committee on Zoning, Landmarks and Building Standards",2014-02-27 00:00:00,"Pawar, Ameya",present
"Committee on Zoning, Landmarks and Building Standards",2014-02-27 00:00:00,"Burnett, Jr., Walter",present
"Committee on Zoning, Landmarks and Building Standards",2014-02-27 00:00:00,"Austin, Carrie M.",present
"Committee on Zoning, Landmarks and Building Standards",2014-02-27 00:00:00,"Colon, Rey",present
"Committee on Zoning, Landmarks and Building Standards",2014-02-27 00:00:00,"Laurino, Margaret",present
"Committee on Zoning, Landmarks and Building Standards",2014-02-27 00:00:00,"Solis, Daniel",present
"Committee on Zoning, Landmarks and Building Standards",2014-02-27 00:00:00,"Reilly, Brendan",present
"Committee on Zoning, Landmarks and Building Standards",2014-02-27 00:00:00,"Harris, Michelle A.",present
"Committee on Zoning, Landmarks and Building Standards",2014-02-27 00:00:00,"Brookins, Jr., Howard",present
"Committee on Zoning, Landmarks and Building Standards",2014-02-27 00:00:00,"Thomas, Latasha R.",present
"Committee on Zoning, Landmarks and Building Standards",2014-02-27 00:00:00,"Cullerton, Timothy M.",present
"Committee on Zoning, Landmarks and Building Standards",2014-02-27 00:00:00,"Cappleman, James",present
"Committee on Zoning, Landmarks and Building Standards",2015-09-14 00:00:00,"Burke, Edward M.",absent
"Committee on Zoning, Landmarks and Building Standards",2015-09-14 00:00:00,"Foulkes, Toni",present
"Committee on Zoning, Landmarks and Building Standards",2015-09-14 00:00:00,"Burnett, Jr., Walter",absent
"Committee on Zoning, Landmarks and Building Standards",2015-09-14 00:00:00,"Laurino, Margaret",absent
"Committee on Zoning, Landmarks and Building Standards",2015-09-14 00:00:00,"Pawar, Ameya",absent
"Committee on Zoning, Landmarks and Building Standards",2015-09-14 00:00:00,"Reilly, Brendan",present
"Committee on Zoning, Landmarks and Building Standards",2015-09-14 00:00:00,"Austin, Carrie M.",absent
"Committee on Zoning, Landmarks and Building Standards",2015-09-14 00:00:00,"Mell, Deborah",present
"Committee on Zoning, Landmarks and Building Standards",2015-09-14 00:00:00,"Tunney, Thomas",present
"Committee on Zoning, Landmarks and Building Standards",2015-09-14 00:00:00,"Solis, Daniel",present
"Committee on Zoning, Landmarks and Building Standards",2015-09-14 00:00:00,"Moore, David H.",present
"Committee on Zoning, Landmarks and Building Standards",2015-09-14 00:00:00,"Cappleman, James",present
"Committee on Zoning, Landmarks and Building Standards",2015-09-14 00:00:00,"Harris, Michelle A.",absent
"Committee on Zoning, Landmarks and Building Standards",2015-09-14 00:00:00,"Brookins, Jr., Howard",absent
"Committee on Zoning, Landmarks and Building Standards",2015-09-14 00:00:00,"Cardenas, George A.",absent
"Committee on Zoning, Landmarks and Building Standards",2015-09-14 00:00:00,"Moreno, Proco Joe",present
"Committee on Zoning, Landmarks and Building Standards",2015-09-14 00:00:00,"O'Shea, Matthew J.",present
"Committee on Zoning, Landmarks and Building Standards",2012-08-23 00:00:00,"Burke, Edward M.",absent
"Committee on Zoning, Landmarks and Building Standards",2012-08-23 00:00:00,"Foulkes, Toni",absent
"Committee on Zoning, Landmarks and Building Standards",2012-08-23 00:00:00,"Graham, Deborah L.",present
"Committee on Zoning, Landmarks and Building Standards",2012-08-23 00:00:00,"Fioretti, Bob",present
"Committee on Zoning, Landmarks and Building Standards",2012-08-23 00:00:00,"Laurino, Margaret",absent
"Committee on Zoning, Landmarks and Building Standards",2012-08-23 00:00:00,"Pawar, Ameya",absent
"Committee on Zoning, Landmarks and Building Standards",2012-08-23 00:00:00,"Austin, Carrie M.",absent
"Committee on Zoning, Landmarks and Building Standards",2012-08-23 00:00:00,"Colon, Rey",absent
"Committee on Zoning, Landmarks and Building Standards",2012-08-23 00:00:00,"Tunney, Thomas",present
"Committee on Zoning, Landmarks and Building Standards",2012-08-23 00:00:00,"Solis, Daniel",absent
"Committee on Zoning, Landmarks and Building Standards",2012-08-23 00:00:00,"Reilly, Brendan",absent
"Committee on Zoning, Landmarks and Building Standards",2012-08-23 00:00:00,"Cappleman, James",absent
"Committee on Zoning, Landmarks and Building Standards",2012-08-23 00:00:00,"Harris, Michelle A.",absent
"Committee on Zoning, Landmarks and Building Standards",2012-08-23 00:00:00,"Suarez, Regner Ray",absent
"Committee on Zoning, Landmarks and Building Standards",2012-08-23 00:00:00,"Brookins, Jr., Howard",present
"Committee on Zoning, Landmarks and Building Standards",2012-08-23 00:00:00,"Thomas, Latasha R.",absent
"Committee on Zoning, Landmarks and Building Standards",2012-08-23 00:00:00,"Cullerton, Timothy M.",present
"Committee on Zoning, Landmarks and Building Standards",2012-02-23 00:00:00,"Brookins, Jr., Howard",absent
"Committee on Zoning, Landmarks and Building Standards",2012-02-23 00:00:00,"Foulkes, Toni",absent
"Committee on Zoning, Landmarks and Building Standards",2012-02-23 00:00:00,"Graham, Deborah L.",present
"Committee on Zoning, Landmarks and Building Standards",2012-02-23 00:00:00,"Fioretti, Bob",present
"Committee on Zoning, Landmarks and Building Standards",2012-02-23 00:00:00,"Laurino, Margaret",present
"Committee on Zoning, Landmarks and Building Standards",2012-02-23 00:00:00,"Pawar, Ameya",absent
"Committee on Zoning, Landmarks and Building Standards",2012-02-23 00:00:00,"Austin, Carrie M.",absent
"Committee on Zoning, Landmarks and Building Standards",2012-02-23 00:00:00,"Colon, Rey",present
"Committee on Zoning, Landmarks and Building Standards",2012-02-23 00:00:00,"Tunney, Thomas",present
"Committee on Zoning, Landmarks and Building Standards",2012-02-23 00:00:00,"Solis, Daniel",present
"Committee on Zoning, Landmarks and Building Standards",2012-02-23 00:00:00,"Burke, Edward M.",absent
"Committee on Zoning, Landmarks and Building Standards",2012-02-23 00:00:00,"Reilly, Brendan",present
"Committee on Zoning, Landmarks and Building Standards",2012-02-23 00:00:00,"Harris, Michelle A.",absent
"Committee on Zoning, Landmarks and Building Standards",2012-02-23 00:00:00,"Suarez, Regner Ray",present
"Committee on Zoning, Landmarks and Building Standards",2012-02-23 00:00:00,"Thomas, Latasha R.",absent
"Committee on Zoning, Landmarks and Building Standards",2012-02-23 00:00:00,"Cullerton, Timothy M.",present
"Committee on Zoning, Landmarks and Building Standards",2012-02-23 00:00:00,"Cappleman, James",present
"Committee on Zoning, Landmarks and Building Standards",2013-02-11 00:00:00,"Brookins, Jr., Howard",present
"Committee on Zoning, Landmarks and Building Standards",2013-02-11 00:00:00,"Foulkes, Toni",present
"Committee on Zoning, Landmarks and Building Standards",2013-02-11 00:00:00,"Graham, Deborah L.",present
"Committee on Zoning, Landmarks and Building Standards",2013-02-11 00:00:00,"Fioretti, Bob",present
"Committee on Zoning, Landmarks and Building Standards",2013-02-11 00:00:00,"Laurino, Margaret",present
"Committee on Zoning, Landmarks and Building Standards",2013-02-11 00:00:00,"Pawar, Ameya",present
"Committee on Zoning, Landmarks and Building Standards",2013-02-11 00:00:00,"Austin, Carrie M.",absent
"Committee on Zoning, Landmarks and Building Standards",2013-02-11 00:00:00,"Colon, Rey",absent
"Committee on Zoning, Landmarks and Building Standards",2013-02-11 00:00:00,"Tunney, Thomas",present
"Committee on Zoning, Landmarks and Building Standards",2013-02-11 00:00:00,"Solis, Daniel",absent
"Committee on Zoning, Landmarks and Building Standards",2013-02-11 00:00:00,"Burke, Edward M.",absent
"Committee on Zoning, Landmarks and Building Standards",2013-02-11 00:00:00,"Reilly, Brendan",present
"Committee on Zoning, Landmarks and Building Standards",2013-02-11 00:00:00,"Harris, Michelle A.",absent
"Committee on Zoning, Landmarks and Building Standards",2013-02-11 00:00:00,"Suarez, Regner Ray",present
"Committee on Zoning, Landmarks and Building Standards",2013-02-11 00:00:00,"Thomas, Latasha R.",absent
"Committee on Zoning, Landmarks and Building Standards",2013-02-11 00:00:00,"Mell, Richard F.",present
"Committee on Zoning, Landmarks and Building Standards",2013-02-11 00:00:00,"Cullerton, Timothy M.",present
"Committee on Zoning, Landmarks and Building Standards",2013-02-11 00:00:00,"Cappleman, James",absent
"Committee on Zoning, Landmarks and Building Standards",2016-01-20 00:00:00,"Burke, Edward M.",present
"Committee on Zoning, Landmarks and Building Standards",2016-01-20 00:00:00,"Foulkes, Toni",absent
"Committee on Zoning, Landmarks and Building Standards",2016-01-20 00:00:00,"Burnett, Jr., Walter",present
"Committee on Zoning, Landmarks and Building Standards",2016-01-20 00:00:00,"Laurino, Margaret",absent
"Committee on Zoning, Landmarks and Building Standards",2016-01-20 00:00:00,"Pawar, Ameya",present
"Committee on Zoning, Landmarks and Building Standards",2016-01-20 00:00:00,"Austin, Carrie M.",absent
"Committee on Zoning, Landmarks and Building Standards",2016-01-20 00:00:00,"Mell, Deborah",present
"Committee on Zoning, Landmarks and Building Standards",2016-01-20 00:00:00,"Tunney, Thomas",present
"Committee on Zoning, Landmarks and Building Standards",2016-01-20 00:00:00,"Solis, Daniel",present
"Committee on Zoning, Landmarks and Building Standards",2016-01-20 00:00:00,"Moore, David H.",present
"Committee on Zoning, Landmarks and Building Standards",2016-01-20 00:00:00,"Cappleman, James",present
"Committee on Zoning, Landmarks and Building Standards",2016-01-20 00:00:00,"Harris, Michelle A.",absent
"Committee on Zoning, Landmarks and Building Standards",2016-01-20 00:00:00,"Moreno, Proco Joe",absent
"Committee on Zoning, Landmarks and Building Standards",2016-01-20 00:00:00,"Brookins, Jr., Howard",absent
"Committee on Zoning, Landmarks and Building Standards",2016-01-20 00:00:00,"Cardenas, George A.",absent
"Committee on Zoning, Landmarks and Building Standards",2016-01-20 00:00:00,"Reilly, Brendan",present
"Committee on Zoning, Landmarks and Building Standards",2016-01-20 00:00:00,"O'Shea, Matthew J.",present
"Committee on Zoning, Landmarks and Building Standards",2013-06-03 00:00:00,"Brookins, Jr., Howard",absent
"Committee on Zoning, Landmarks and Building Standards",2013-06-03 00:00:00,"Foulkes, Toni",present
"Committee on Zoning, Landmarks and Building Standards",2013-06-03 00:00:00,"Graham, Deborah L.",present
"Committee on Zoning, Landmarks and Building Standards",2013-06-03 00:00:00,"Fioretti, Bob",present
"Committee on Zoning, Landmarks and Building Standards",2013-06-03 00:00:00,"Laurino, Margaret",present
"Committee on Zoning, Landmarks and Building Standards",2013-06-03 00:00:00,"Pawar, Ameya",present
"Committee on Zoning, Landmarks and Building Standards",2013-06-03 00:00:00,"Austin, Carrie M.",present
"Committee on Zoning, Landmarks and Building Standards",2013-06-03 00:00:00,"Colon, Rey",present
"Committee on Zoning, Landmarks and Building Standards",2013-06-03 00:00:00,"Reilly, Brendan",absent
"Committee on Zoning, Landmarks and Building Standards",2013-06-03 00:00:00,"Tunney, Thomas",present
"Committee on Zoning, Landmarks and Building Standards",2013-06-03 00:00:00,"Solis, Daniel",present
"Committee on Zoning, Landmarks and Building Standards",2013-06-03 00:00:00,"Burke, Edward M.",absent
"Committee on Zoning, Landmarks and Building Standards",2013-06-03 00:00:00,"Cappleman, James",present
"Committee on Zoning, Landmarks and Building Standards",2013-06-03 00:00:00,"Harris, Michelle A.",absent
"Committee on Zoning, Landmarks and Building Standards",2013-06-03 00:00:00,"Suarez, Regner Ray",present
"Committee on Zoning, Landmarks and Building Standards",2013-06-03 00:00:00,"Thomas, Latasha R.",present
"Committee on Zoning, Landmarks and Building Standards",2013-06-03 00:00:00,"Cullerton, Timothy M.",present
"Committee on Zoning, Landmarks and Building Standards",2012-01-26 00:00:00,"Burke, Edward M.",present
"Committee on Zoning, Landmarks and Building Standards",2012-01-26 00:00:00,"Foulkes, Toni",present
"Committee on Zoning, Landmarks and Building Standards",2012-01-26 00:00:00,"Graham, Deborah L.",present
"Committee on Zoning, Landmarks and Building Standards",2012-01-26 00:00:00,"Fioretti, Bob",present
"Committee on Zoning, Landmarks and Building Standards",2012-01-26 00:00:00,"Laurino, Margaret",present
"Committee on Zoning, Landmarks and Building Standards",2012-01-26 00:00:00,"Pawar, Ameya",absent
"Committee on Zoning, Landmarks and Building Standards",2012-01-26 00:00:00,"Austin, Carrie M.",absent
"Committee on Zoning, Landmarks and Building Standards",2012-01-26 00:00:00,"Colon, Rey",present
"Committee on Zoning, Landmarks and Building Standards",2012-01-26 00:00:00,"Tunney, Thomas",present
"Committee on Zoning, Landmarks and Building Standards",2012-01-26 00:00:00,"Solis, Daniel",present
"Committee on Zoning, Landmarks and Building Standards",2012-01-26 00:00:00,"Brookins, Jr., Howard",absent
"Committee on Zoning, Landmarks and Building Standards",2012-01-26 00:00:00,"Reilly, Brendan",present
"Committee on Zoning, Landmarks and Building Standards",2012-01-26 00:00:00,"Harris, Michelle A.",absent
"Committee on Zoning, Landmarks and Building Standards",2012-01-26 00:00:00,"Suarez, Regner Ray",present
"Committee on Zoning, Landmarks and Building Standards",2012-01-26 00:00:00,"Thomas, Latasha R.",absent
"Committee on Zoning, Landmarks and Building Standards",2012-01-26 00:00:00,"Mell, Richard F.",present
"Committee on Zoning, Landmarks and Building Standards",2012-01-26 00:00:00,"Cullerton, Timothy M.",present
"Committee on Zoning, Landmarks and Building Standards",2012-01-26 00:00:00,"Cappleman, James",present
"Committee on Zoning, Landmarks and Building Standards",2012-09-11 00:00:00,"Burke, Edward M.",absent
"Committee on Zoning, Landmarks and Building Standards",2012-09-11 00:00:00,"Foulkes, Toni",absent
"Committee on Zoning, Landmarks and Building Standards",2012-09-11 00:00:00,"Graham, Deborah L.",absent
"Committee on Zoning, Landmarks and Building Standards",2012-09-11 00:00:00,"Fioretti, Bob",present
"Committee on Zoning, Landmarks and Building Standards",2012-09-11 00:00:00,"Laurino, Margaret",present
"Committee on Zoning, Landmarks and Building Standards",2012-09-11 00:00:00,"Pawar, Ameya",absent
"Committee on Zoning, Landmarks and Building Standards",2012-09-11 00:00:00,"Austin, Carrie M.",present
"Committee on Zoning, Landmarks and Building Standards",2012-09-11 00:00:00,"Colon, Rey",absent
"Committee on Zoning, Landmarks and Building Standards",2012-09-11 00:00:00,"Tunney, Thomas",absent
"Committee on Zoning, Landmarks and Building Standards",2012-09-11 00:00:00,"Solis, Daniel",present
"Committee on Zoning, Landmarks and Building Standards",2012-09-11 00:00:00,"Reilly, Brendan",absent
"Committee on Zoning, Landmarks and Building Standards",2012-09-11 00:00:00,"Cappleman, James",absent
"Committee on Zoning, Landmarks and Building Standards",2012-09-11 00:00:00,"Harris, Michelle A.",absent
"Committee on Zoning, Landmarks and Building Standards",2012-09-11 00:00:00,"Suarez, Regner Ray",absent
"Committee on Zoning, Landmarks and Building Standards",2012-09-11 00:00:00,"Brookins, Jr., Howard",absent
"Committee on Zoning, Landmarks and Building Standards",2012-09-11 00:00:00,"Thomas, Latasha R.",absent
